    0.149268579483032227E+01    0.119931948184967041E+01   -0.143448191881179810E+01    0.597163021564483643E+00    0.299963831901550293E+04   -0.168957298927971569E+05   -0.599146350544150419E+01    1
    0.994075655937194824E+00   -0.282100486755371094E+01   -0.347622215747833252E+00    0.211047351360321045E+00    0.354179644584655762E+04   -0.168957298927971569E+05   -0.599396350544151169E+01    1
    0.182088595628738403E+01   -0.100429433584213257E+01   -0.174341547489166260E+01    0.284706354141235352E-01    0.328327441215515137E+04   -0.168957298927971569E+05   -0.599646350544151474E+01    1
    0.132677686214447021E+01   -0.205157834291458130E+01    0.163329046964645386E+01    0.532821416854858398E-01    0.367858815193176270E+04   -0.168957298927971569E+05   -0.599896350544151957E+01    1
    0.729811012744903564E+00   -0.151390600204467773E+01   -0.244843471050262451E+01    0.599857687950134277E+00    0.393191266059875488E+04   -0.168957298927971569E+05   -0.600146350544151552E+01    1
    0.184011232852935791E+01   -0.228049266338348389E+01   -0.597946643829345703E-01    0.331017851829528809E+00    0.342319750785827637E+04   -0.168957298927971569E+05   -0.600396350544151858E+01    1
    0.154214215278625488E+01   -0.581622302532196045E+00   -0.270519810914993286E+01    0.439942419528961182E+00    0.290001153945922852E+04   -0.168957298927971569E+05   -0.600646350544151630E+01    1
    0.188024055957794189E+01    0.108922344446182251E+01   -0.155612635612487793E+01    0.684553742408752441E+00    0.334365630149841309E+04   -0.168957298927971569E+05   -0.600896350544152469E+01    1
    0.182608795166015625E+01   -0.157839673757553101E+01   -0.258037316799163818E+01    0.430002212524414062E+00    0.194458770751953125E+04   -0.168957298927971569E+05   -0.601146350544151886E+01    1
    0.110227835178375244E+01   -0.182581859827041626E+01   -0.879478633403778076E+00    0.410946667194366455E+00    0.324323320388793945E+04   -0.168957298927971569E+05   -0.601396350544150859E+01    1
    0.102973383665084839E+01   -0.160683798789978027E+01   -0.272848445177078247E+01    0.924352288246154785E+00    0.373448276519775391E+04   -0.168957298927971569E+05   -0.601646350544151520E+01    1
    0.789435029029846191E+00   -0.234869647026062012E+01   -0.293127375841140747E+01    0.855414271354675293E-01    0.285732817649841309E+04   -0.168957298927971569E+05   -0.601896350544151559E+01    1
    0.522191047668457031E+00   -0.254129248857498169E+01   -0.293886440992355347E+01    0.259273588657379150E+00    0.388193178176879883E+04   -0.168957298927971569E+05   -0.602146350544152753E+01    1
    0.107182753086090088E+01   -0.232522207498550415E+01   -0.106192398071289062E+01    0.334080576896667480E+00    0.258742904663085938E+04   -0.168957298927971569E+05   -0.602396350544153325E+01    1
    0.135239970684051514E+01   -0.977103888988494873E+00   -0.103638845682144165E+01    0.220813751220703125E-01    0.388239312171936035E+04   -0.168957298927971569E+05   -0.602646350544152298E+01    1
    0.139318746328353882E+01   -0.116070586442947388E+01   -0.225437837839126587E+01    0.135706126689910889E+00    0.359108734130859375E+04   -0.168957298927971569E+05   -0.602896350544150561E+01    1
    0.108132642507553101E+01   -0.120762366056442261E+01   -0.258996921777725220E+01    0.719839870929718018E+00    0.300552701950073242E+04   -0.168957298927971569E+05   -0.603146350544150955E+01    1
    0.165197831392288208E+01    0.179814767837524414E+01   -0.119782286882400513E+01    0.568712949752807617E+00    0.335455942153930664E+04   -0.168957298927971569E+05   -0.603396350544152682E+01    1
    0.191642296314239502E+01   -0.146189647912979126E+01    0.111789417266845703E+01    0.412105262279510498E+00    0.372369623184204102E+04   -0.168957298927971569E+05   -0.603646350544153165E+01    1
    0.880822956562042236E+00   -0.298222470283508301E+01   -0.226677972078323364E+01    0.347770631313323975E+00    0.327803492546081543E+04   -0.168957298927971569E+05   -0.603896350544152227E+01    1
    0.745558559894561768E+00   -0.895574569702148438E+00   -0.266890156269073486E+01    0.706262588500976562E+00    0.345719075202941895E+04   -0.168957298927971569E+05   -0.604146350544151556E+01    1
    0.179786157608032227E+01   -0.879122793674468994E+00   -0.178811925649642944E+01    0.254959881305694580E+00    0.349822545051574707E+04   -0.168957298927971569E+05   -0.604396350544152039E+01    1
    0.874758481979370117E+00   -0.181580203771591187E+01   -0.291927534341812134E+01    0.417357087135314941E+00    0.396947526931762695E+04   -0.168957298927971569E+05   -0.604646350544152966E+01    1
