   -0.241202719364095941E+01   -0.172776411517861450E+01   -0.553187583247550130E+00    0.367738031472161331E+00    0.850353807462174927E+03   -0.104214613971923704E+02
   -0.233723930246346967E+01   -0.232457181443384098E+01   -0.144121281694932524E+01    0.521601239095160762E+00    0.740454153387153156E+03   -0.997063216690426479E+01
   -0.161186521734369159E+01    0.941978907497603046E+00   -0.232373796870005567E+01    0.972381763759284867E+00    0.583423356634762968E+03   -0.945578618457244779E+01
   -0.381428872204408798E+00   -0.167549235421566478E+01   -0.248629296080204210E+01    0.534549544063564253E+00    0.370018503125065081E+03   -0.919030218781301933E+01
   -0.251201777891632538E+01   -0.156275395737928591E+00   -0.182897002912316675E+01    0.898524518937713679E+00    0.849563156393179383E+03   -0.880419785450663106E+01
   -0.542398202337123880E+00   -0.408601942738601398E+00   -0.226136987956717306E+01    0.983590862736914651E+00    0.380174307309234507E+03   -0.870265615304094098E+01
   -0.407550581635178766E+00   -0.206627401634613195E+01    0.195191253489981165E+01    0.776325747731123395E+00    0.619192806575881718E+03   -0.867399600247729907E+01
   -0.647557873161417330E+00   -0.188922197677087333E+01    0.190577488034116360E+01    0.200217317675366990E+00    0.486801954966145729E+03   -0.863293328023271300E+01
   -0.244982390772225234E+01   -0.863562167132062797E+00   -0.168316507460197751E+01    0.831115710948648667E+00    0.828660569160537989E+03   -0.859653041584384425E+01
   -0.233546641222705897E+01   -0.278257521548325926E+01   -0.183493405955997657E+01    0.797070317873569856E+00    0.747464225487169301E+03   -0.849953632057307296E+01
   -0.191987783034649695E+01   -0.213239720354999118E+01   -0.437825474633339429E+00    0.263476999008017798E+00    0.660330515948845118E+03   -0.831041507089136289E+01
   -0.508957911178288480E+00   -0.227928325830419087E+01    0.224730193303339654E+00    0.171102026812975441E-01    0.418992392779580427E+03   -0.821115047772153872E+01
   -0.154745152022289378E+01    0.924451459883369964E+00   -0.206208251351893335E+01    0.473428005490885595E+00    0.698481641718825699E+03   -0.813944012165507580E+01
   -0.477789818836896973E+00   -0.130994995360998256E+01   -0.273985697154623153E+01    0.525654197588498517E+00    0.376155370160965674E+03   -0.813463166042851249E+01
   -0.240864750846714859E+01   -0.197942469443667912E+01   -0.141954987157194412E+01    0.266644762827528414E+00    0.830432944332221382E+03   -0.807071717378400955E+01
   -0.129209028902247569E+01   -0.283385966020197477E+01   -0.148715779849116680E+01    0.540552512090661241E+00    0.524737559937707488E+03   -0.804364823539268947E+01
   -0.825950348265381606E+00    0.178090342816141955E+01   -0.214905121555911194E+01    0.884864436516929809E+00    0.488134759537203820E+03   -0.791881846303271519E+01
   -0.352847229613894697E+00   -0.206257678910262632E+01    0.101483902221730826E+01    0.649895108851038072E+00    0.497833354080067409E+03   -0.788566294195275930E+01
   -0.646416825145364804E+00   -0.250028326420681335E+01    0.131107693630959421E+01    0.969441294161441314E+00    0.759398264780693580E+03   -0.786559462576828494E+01
   -0.343566459051145578E+00   -0.230053695781589029E+01   -0.838702714862147758E+00    0.578046980030269331E+00    0.424067486795821196E+03   -0.784439285669406683E+01
   -0.145116268297822870E+01   -0.236948043300398847E+01    0.174362328290466984E+01    0.439204279002564868E+00    0.640575861290932721E+03   -0.776684021494137866E+01
   -0.440930131577027318E+00   -0.213829717423795795E+01   -0.225323682228662436E+01    0.526556139829848169E+00    0.383286340609647311E+03   -0.775603550145033971E+01
   -0.735598154991414344E+00   -0.299176387555258572E+01   -0.117784814454121323E+01    0.803061872044735559E+00    0.527024826630137113E+03   -0.764352953693185011E+01
   -0.679962164900275390E+00    0.129891025885584632E+01   -0.249903473133299814E+01    0.761609370319801027E+00    0.418831712224466685E+03   -0.762697184973219944E+01
   -0.850320489176059624E+00   -0.237677814635639173E+01   -0.793640183056246951E+00    0.798565505852935287E+00    0.630099926700731316E+03   -0.760773733668795504E+01
   -0.134670356921067724E+01   -0.218436864111633522E+01   -0.523865956269324862E+00    0.250250764494079347E+00    0.607834746309009006E+03   -0.753521931174214199E+01
   -0.208949912398305315E+01    0.345964635542546084E+00   -0.208969965991184026E+01    0.863041899199049944E+00    0.698753425710675742E+03   -0.751576981386659870E+01
   -0.885659268968602476E+00    0.148941520132377203E+01   -0.225086564602575434E+01    0.649665985418915515E+00    0.534809939622739648E+03   -0.751166427124066516E+01
   -0.165986246268793547E+01   -0.177732078772657953E+00   -0.214632298826245371E+01    0.643711135220893738E+00    0.635081261813837841E+03   -0.747151784100526406E+01
   -0.130466692396110862E+01   -0.209329746124620364E+01   -0.221471642340045349E+00    0.275024500459316146E+00    0.604144025150741072E+03   -0.733672347797979274E+01
   -0.688102512504134900E+00   -0.210369848259142778E+01   -0.236759379149868998E+01    0.131875234530355878E+00    0.461100730788381441E+03   -0.731534548564961806E+01
   -0.793188615175809630E+00    0.139616220756695419E+01   -0.244911628005260962E+01    0.677670639220610438E+00    0.478072233986725621E+03   -0.730423903128176022E+01
   -0.527394468587498721E+00   -0.186414423220222902E+01   -0.112130502213180061E+01    0.315392442181418597E+00    0.479229162327914594E+03   -0.727605378053974405E+01
   -0.994321147604055877E+00    0.969030184995296473E+00   -0.280396867469468924E+01    0.187106096357926965E+00    0.585224714255052163E+03   -0.721646761563540995E+01
   -0.202718977689918756E+01   -0.194256503204486575E+01   -0.702287420590949285E+00    0.289786736886625040E+00    0.710571056742265341E+03   -0.717867005386932355E+01
   -0.191330137826296576E+01   -0.125821976023493742E+01   -0.204664917333461815E+01    0.909830191764011920E+00    0.653261813717275004E+03   -0.715712985840576987E+01
