1.931193702811244975e+03,1.729656076510372941e+03,1.583435197707261295e+03,1.470166519358317373e+03,1.377095247411418313e+03,1.297559298456635588e+03,1.230138263775146925e+03,1.175391174994426137e+03,1.136823016605341081e+03,1.111948530251057264e+03,1.094688540089592834e+03,1.084448103978315203e+03,1.083224215568980753e+03,1.078264806291614150e+03,1.063529485569690223e+03,1.046060564660132968e+03,1.031114005844291796e+03,1.019791791946964850e+03,1.008481667709616204e+03,9.949015666856075768e+02
1.930542265060240879e+03,1.723934091798542340e+03,1.565445924652445228e+03,1.437215585548276522e+03,1.327163270772585747e+03,1.225499439298756215e+03,1.132926414745021248e+03,1.052645967275555449e+03,9.919480745880530321e+02,9.479755406581504076e+02,9.181885150007573202e+02,8.999705431843995029e+02,8.934818586817867754e+02,9.020083503609289437e+02,9.190783921240767995e+02,9.392293453646469743e+02,9.486267368790109913e+02,9.447027501539032528e+02,9.292201067653647897e+02,9.073779941553698336e+02
1.929822923694779092e+03,1.720382207522026420e+03,1.554408505160260120e+03,1.417749099967055372e+03,1.299514522732263458e+03,1.186400282573320510e+03,1.076503736611338127e+03,9.752339840632566847e+02,8.937487903667516775e+02,8.300823550226219822e+02,7.855862335238442711e+02,7.562053396065368815e+02,7.362369461102305195e+02,7.269163672111443475e+02,7.280054880809735778e+02,7.432990428557837959e+02,7.710531819994754414e+02,8.019973577737800952e+02,8.225715279400347981e+02,8.269261352382499126e+02
1.927803582329317123e+03,1.717012107086711467e+03,1.547130156265928690e+03,1.406004329162143677e+03,1.283042119941320834e+03,1.164212039098969854e+03,1.046805344996969097e+03,9.357362250420371765e+02,8.430276674854760586e+02,7.667258113867288785e+02,7.105378871620242762e+02,6.694663146367007585e+02,6.393776694656825157e+02,6.184677203872162181e+02,6.051179222076326596e+02,5.984801799504399469e+02,6.019103696086275477e+02,6.138887173721059298e+02,6.275758137255119209e+02,6.387653502719376775e+02
1.925384240963855518e+03,1.714512107086711467e+03,1.544430156265928872e+03,1.403304329162143631e+03,1.279869216366507089e+03,1.159748479396657558e+03,1.041947914088932066e+03,9.301856803505689868e+02,8.352549687290643305e+02,7.538318165332035505e+02,6.903639625520999061e+02,6.409231896948443818e+02,6.038329988085564537e+02,5.741589410526953543e+02,5.496010448951853959e+02,5.311606422309463369e+02,5.207413414376641185e+02,5.183019530968398385e+02,5.184050288786895635e+02,5.168431406770030208e+02
1.925077654618473844e+03,1.717058380010274504e+03,1.553159123014470424e+03,1.417760627981356720e+03,1.298291869549385183e+03,1.181639158503594444e+03,1.069120863891092313e+03,9.628056205516163573e+02,8.681700992875917109e+02,7.833144147257299892e+02,7.136769547350078255e+02,6.562181300655698806e+02,6.111429461151820988e+02,5.757221830531103706e+02,5.459234021037991624e+02,5.189252155914728064e+02,4.967007981294048022e+02,4.821357952548105459e+02,4.728077949751858000e+02,4.648254111535027278e+02
1.930296578313252894e+03,1.729515414939762650e+03,1.578594169697464849e+03,1.455607809662686577e+03,1.345429290998268243e+03,1.236802296568624570e+03,1.133512051143792633e+03,1.033530361948642849e+03,9.378887820278354184e+02,8.482828217938219950e+02,7.727384712497560031e+02,7.069824559762095078e+02,6.506686251594524038e+02,6.033061347692096206e+02,5.634840379660201961e+02,5.304615745663494408e+02,5.046500663934760951e+02,4.837947564729346936e+02,4.663356229545881888e+02,4.492063219417160553e+02
1.945421670682731019e+03,1.753784133275136810e+03,1.617119626536045416e+03,1.513662495601438195e+03,1.418397250546903024e+03,1.318131429968553448e+03,1.219471498408087655e+03,1.122345530853187483e+03,1.024099897404086505e+03,9.256978221362533077e+02,8.417286439671919425e+02,7.680331044434639125e+02,7.031678443225700903e+02,6.494923537488543843e+02,6.047921221945503021e+02,5.665169282650259674e+02,5.357716369368739606e+02,5.078362570774011147e+02,4.823946070782496349e+02,4.578494285250425833e+02
1.975152931726907582e+03,1.792024334145766716e+03,1.664102918264059099e+03,1.581051765583093356e+03,1.498454384287969788e+03,1.399826980340662885e+03,1.296544040239620699e+03,1.194796783476265773e+03,1.094740093450350514e+03,9.920242929124900684e+02,9.012530458828359770e+02,8.215278621998680819e+02,7.539091233648597381e+02,6.986575351080020937e+02,6.522935478667656071e+02,6.117842475284926422e+02,5.785812526002089271e+02,5.502454564158318817e+02,5.246877284684134111e+02,5.002484665963146426e+02
2.016235212851405549e+03,1.844811729339920248e+03,1.721013842424543782e+03,1.647752835207218368e+03,1.567781981497027118e+03,1.461959392647742334e+03,1.350552852986920470e+03,1.241662469586757652e+03,1.140197989503863482e+03,1.040950738869503994e+03,9.513840296616092473e+02,8.714583806942283672e+02,8.050318586941655212e+02,7.499828804195562952e+02,7.040565612320935998e+02,6.635023145469059500e+02,6.308551106948959841e+02,6.021606121589483109e+02,5.752971834005005576e+02,5.483514984982547276e+02
2.061775100401606323e+03,1.906915958592932157e+03,1.786221059459766593e+03,1.710460611092808449e+03,1.624186925523206128e+03,1.509955364657134169e+03,1.392150836630662525e+03,1.279943324601793847e+03,1.176988779526160442e+03,1.079605885844398017e+03,9.939678276532703194e+02,9.185103680230739656e+02,8.549874179751401471e+02,8.017787681227193843e+02,7.565254352706180043e+02,7.153085385589525913e+02,6.829843826996304870e+02,6.589748535871008244e+02,6.419698674847944631e+02,6.283394423248640805e+02
