    0.187512779235839844E+01   -0.207742714881896973E+01    0.472992897033691406E+00    0.910966807603836060E+03   -0.751904058456420898E+01   -0.265497183799743652E+01   -0.451691305637359619E+01   -0.557033777236938477E+01   -0.541605626387791514E+09   -0.599146350544150419E+01    1
    0.175768423080444336E+01   -0.394088172912597656E+01    0.388859748840332031E+00    0.722132587432861328E+03   -0.775637423992156982E+01   -0.552095472812652588E+01   -0.507197082042694092E+01   -0.610120558738708496E+01   -0.455114454101209402E+09   -0.599396350544151169E+01    1
    0.157596278190612793E+01   -0.240418428182601929E+01   -0.669722080230712891E+00    0.808128714561462402E+03   -0.622897315025329590E+01   -0.525222420692443848E+01   -0.699911153316497803E+01   -0.747076940536499023E+01   -0.336500633917293131E+09   -0.599646350544151474E+01    1
    0.144340407848358154E+01   -0.199545943737030029E+01   -0.206558227539062500E+01    0.942077374458312988E+03   -0.787929129600524902E+01   -0.279135537147521973E+01   -0.688848936557769775E+01   -0.558581376075744629E+01   -0.330124173805938303E+09   -0.599896350544151957E+01    1
    0.182262980937957764E+01   -0.227171087265014648E+01    0.273150205612182617E+00    0.924658411741256714E+03   -0.780731010437011719E+01   -0.378160154819488525E+01   -0.515863084793090820E+01   -0.323652088642120361E+01   -0.223182497340213388E+09   -0.600146350544151552E+01    1
    0.196212363243103027E+01   -0.142216289043426514E+01    0.178200960159301758E+00    0.604010355472564697E+03   -0.549559175968170166E+01   -0.382355916500091553E+01   -0.418334782123565674E+01   -0.706477236747741699E+01   -0.221657216737988055E+09   -0.600396350544151858E+01    1
    0.172836339473724365E+01    0.471848905086517334E+00   -0.433181524276733398E+00    0.630052727460861206E+03   -0.676276099681854248E+01   -0.466754984855651855E+01   -0.421491134166717529E+01   -0.458049178123474121E+01   -0.199556834209099561E+09   -0.600646350544151630E+01    1
    0.127843749523162842E+01   -0.341228389739990234E+01    0.913254976272583008E+00    0.862100929021835327E+03   -0.419986057281494141E+01   -0.460835027694702148E+01   -0.733152878284454346E+01   -0.233669447898864746E+01   -0.194610738017130315E+09   -0.600896350544152469E+01    1
    0.141923272609710693E+01   -0.306405717134475708E+01   -0.124002385139465332E+01    0.719083023071289062E+03   -0.607282459735870361E+01   -0.541889238357543945E+01   -0.293209660053253174E+01   -0.744231653213500977E+01   -0.187594786405087650E+09   -0.601146350544151886E+01    1
    0.120917248725891113E+01   -0.310747945308685303E+01   -0.185926771163940430E+01    0.867255222797393799E+03   -0.687894213199615479E+01   -0.246920025348663330E+01   -0.273621845245361328E+01   -0.587962543964385986E+01   -0.166913527020294726E+09   -0.601396350544150859E+01    1
    0.762291789054870605E+00   -0.532284021377563477E+00    0.692136287689208984E-01    0.970414859056472778E+03   -0.647981870174407959E+01   -0.562036955356597900E+01   -0.440177369117736816E+01   -0.574405515193939209E+01   -0.160012849583184063E+09   -0.601646350544151520E+01    1
    0.939293622970581055E+00    0.707001090049743652E-01   -0.135044836997985840E+01    0.797598040103912354E+03   -0.666049551963806152E+01   -0.736639428138732910E+01   -0.289327681064605713E+01   -0.496195197105407715E+01   -0.116538330276859477E+09   -0.601896350544151559E+01    1
    0.181302106380462646E+01   -0.179277026653289795E+01   -0.197986459732055664E+01    0.486527401208877563E+03   -0.776043224334716797E+01   -0.594203543663024902E+01   -0.544510543346405029E+01   -0.440416944026947021E+01   -0.108046914035223484E+09   -0.602146350544152753E+01    1
    0.981614589691162109E+00    0.220275282859802246E+00   -0.733654499053955078E-01    0.767121011018753052E+03   -0.581226623058319092E+01   -0.656245720386505127E+01   -0.367887079715728760E+01   -0.735379397869110107E+01   -0.105300364967814505E+09   -0.602396350544153325E+01    1
    0.138367056846618652E+01   -0.342662805318832397E+01    0.536910057067871094E+00    0.162055158615112305E+03   -0.328539609909057617E+01   -0.793044281005859375E+01   -0.288091075420379639E+01   -0.397652339935302734E+01   -0.104848280753245384E+09   -0.602646350544152298E+01    1
    0.136801540851593018E+01    0.182533025741577148E+00   -0.204319953918457031E-01    0.590365529060363770E+03   -0.655284810066223145E+01   -0.380302417278289795E+01   -0.602058804035186768E+01   -0.564021396636962891E+01   -0.987166296794790328E+08   -0.602896350544150561E+01    1
    0.145455169677734375E+01   -0.859711408615112305E+00   -0.235302448272705078E+01    0.531333005428314209E+03   -0.712950873374938965E+01   -0.469241249561309814E+01   -0.448674428462982178E+01   -0.676622068881988525E+01   -0.922166071269683391E+08   -0.603146350544150955E+01    1
    0.128618085384368896E+01   -0.264290922880172729E+01   -0.356460332870483398E+00    0.680154085159301758E+03   -0.505588793754577637E+01   -0.727084434032440186E+01   -0.575164473056793213E+01   -0.654720115661621094E+01   -0.878472850438869447E+08   -0.603396350544152682E+01    1
   -0.715474128723144531E+00   -0.311273807287216187E+01    0.633670091629028320E+00    0.338850873708724976E+03   -0.679745626449584961E+01   -0.698033714294433594E+01   -0.592732870578765869E+01   -0.687253308296203613E+01   -0.860497744523485154E+08   -0.603646350544153165E+01    1
    0.177629840373992920E+01   -0.982197165489196777E+00   -0.218245029449462891E+01    0.702004271745681763E+03   -0.429189932346343994E+01   -0.768331837654113770E+01   -0.492644917964935303E+01   -0.461771082878112793E+01   -0.848045986667570323E+08   -0.603896350544152227E+01    1
