   -0.382592245504690087E+01   -0.353356818182112509E+00   -0.448491604589431603E+00    0.366800296688686217E+03   -0.419597703175672621E+01   -0.487311149656538234E+01   -0.467972522554205650E+01   -0.594231494904993518E+01   -0.100825350060824714E+02
   -0.348014590524315448E+01   -0.468478153376833628E+00   -0.519817305942460450E+00    0.127950020401201641E+03   -0.390492769397722661E+01   -0.598496014586388192E+01   -0.650020643167773571E+01   -0.631131630375928943E+01   -0.934360033138380253E+01
    0.497316072956992983E+00   -0.260124633866963073E+01   -0.255490454653270760E+01    0.129144960371389629E+03   -0.252341638521835510E+01   -0.561980578727240054E+01   -0.508740877374826450E+01   -0.655707650300159717E+01   -0.857097627797118200E+01
   -0.324732582624465760E+01   -0.469460602259013982E+00   -0.451757978278619188E+00    0.523447359783415550E+03   -0.362944796097608346E+01   -0.294956156188755969E+01   -0.734688103185462982E+01   -0.702169713463191414E+01   -0.849319392422431285E+01
   -0.277041159850798735E+01   -0.475346970839300553E+00   -0.627910691180090907E+00    0.685426686223484239E+03   -0.336145676776734614E+01   -0.753132341376690384E+01   -0.215331069931946484E+01   -0.768543051451897430E+01   -0.794571945252603840E+01
   -0.186621095958708416E+01   -0.106542071425565865E+01   -0.110884655216138261E+01    0.419204429848518316E+03   -0.340458318115650815E+01   -0.703630554150710985E+01   -0.702670071587387923E+01   -0.743050475316102421E+01   -0.778956791662410986E+01
   -0.254351775892174192E+01   -0.696190548193513337E+00   -0.856896538924171836E+00    0.490167623906863014E+03   -0.438696201529903718E+01   -0.548924252794181466E+01   -0.625594834940759270E+01   -0.637945569950361424E+01   -0.770622657738702799E+01
   -0.169386761371236894E+01   -0.903041623486905198E+00   -0.104642399924750684E+01    0.302249524459883332E+03   -0.386542691059557342E+01   -0.648534461285101926E+01   -0.431118558758524539E+01   -0.796916681040473307E+01   -0.756092989333257037E+01
   -0.140603963778090879E+01   -0.139237583386930375E+01   -0.139145204551570201E+01    0.209452461947519737E+03   -0.345672624407855089E+01   -0.637922772049150488E+01   -0.615145624206059694E+01   -0.736579497630943170E+01   -0.742165493912566276E+01
   -0.212990566496934663E+01   -0.796899672144802285E+00   -0.740846682311792293E+00    0.225433735008030112E+03   -0.278866954894965691E+01   -0.790116616264085181E+01   -0.364442424123760489E+01   -0.749055828578513694E+01   -0.737312413240534514E+01
   -0.375306491175356971E+01   -0.630757915194650742E+00   -0.579111943293949771E+00    0.441909446407308451E+03   -0.469105242045875936E+01   -0.573880283692880866E+01   -0.488531858502069660E+01   -0.700787637867260216E+01   -0.733677392481858082E+01
   -0.381138933620569809E+01   -0.365389040431288503E+00   -0.462778730726030041E+00    0.690915978710997365E+03   -0.426962715209632471E+01   -0.431900143273986625E+01   -0.614345952641297277E+01   -0.570313141777754673E+01   -0.730900945278346281E+01
   -0.224357663268676388E+01   -0.231001775580402136E+00   -0.584789889854372191E+00    0.477130269257743237E+03   -0.395797412872846799E+01   -0.471448458324729991E+01   -0.378818459358213921E+01   -0.772022288237469301E+01   -0.728436861301775807E+01
   -0.384801378713140263E+01   -0.584507744681332930E+00   -0.598624342073913684E+00    0.824668907468133625E+03   -0.459957140497704309E+01   -0.489841782617680543E+01   -0.786890410643053961E+01   -0.720987833910044706E+01   -0.717825685793285651E+01
   -0.261252730346684370E+01   -0.665355966560726486E+00   -0.540500834540543096E+00    0.473740927717406294E+03   -0.285408963884117739E+01   -0.516691997381093060E+01   -0.645937858401029175E+01   -0.723181961020653663E+01   -0.701349551221625234E+01
   -0.356800685840669685E+01   -0.127607022144641480E+00   -0.589643471172042410E+00    0.862236430539876096E+03   -0.511873881811472753E+01   -0.499776428263265338E+01   -0.435914557155354565E+01   -0.613878467746995504E+01   -0.700694699454498782E+01
   -0.187087496375649742E+01   -0.639841054719682223E+00   -0.714344731661870735E+00    0.597328415750034424E+03   -0.271100672936058018E+01   -0.748847761436163672E+01   -0.265069303261200595E+01   -0.562429205013056421E+01   -0.694917004720257658E+01
   -0.687581007556095081E+00   -0.135134936199675693E+01   -0.126872836335498329E+01    0.240592435538845365E+03   -0.210774988026272769E+01   -0.439763334621959157E+01   -0.593692614728576906E+01   -0.469531608021678259E+01   -0.686624734623791344E+01
   -0.192801252252269517E+01   -0.425900520161852647E+00   -0.615874812482034795E+00    0.758653851744075951E+03   -0.235845488908806011E+01   -0.300498281395981337E+01   -0.349409621635567635E+01   -0.675247773440020271E+01   -0.673300832238102842E+01
   -0.225240531990144532E+01   -0.570569747226706170E+00   -0.620997248082368003E+00    0.755639761376002753E+03   -0.265675431047340016E+01   -0.406158178668808834E+01   -0.737300051447209892E+01   -0.602607465316732238E+01   -0.672694634660025415E+01
   -0.316644512187305782E+01   -0.566140543132172436E+00   -0.526426483881130558E+00    0.649140785704049676E+03   -0.358379616194252471E+01   -0.370503387330737333E+01   -0.383080159778083562E+01   -0.607760674772361487E+01   -0.672325159894681246E+01
   -0.298202164184675933E+01   -0.198379559813371298E+00   -0.604933816226401522E+00    0.610175934044085579E+03   -0.455785241763910864E+01   -0.417652590631059795E+01   -0.405392744872729693E+01   -0.667071857479083441E+01   -0.657666436136273092E+01
