   -0.294600951197474448E+01   -0.312375485539070130E+00    0.191872436824977663E-01    0.753493490362414263E+03   -0.136810886953377292E+03
   -0.296268718433278488E+01   -0.320265497917006536E+00    0.188113101422323452E-01    0.766474003384202661E+03   -0.136474218122593214E+03
   -0.288796459728582056E+01   -0.272408545625873133E+00    0.188135743273556214E-01    0.742583429312582439E+03   -0.136064391593540819E+03
   -0.310014975845488161E+01   -0.347353872777078410E+00    0.191970567389133442E-01    0.819284466392926788E+03   -0.135678319337219847E+03
   -0.299232727803998166E+01   -0.321026762136184640E+00    0.186465771873948957E-01    0.780739585947417140E+03   -0.135612946466564267E+03
   -0.298293998705453367E+01   -0.276085925341324812E+00    0.191682764996329996E-01    0.775184346807214865E+03   -0.135586779619429677E+03
   -0.284570379199460621E+01   -0.253017055380597489E+00    0.188765268653380558E-01    0.721788812071363623E+03   -0.135504276121313723E+03
   -0.293473344539025316E+01   -0.262070427791938121E+00    0.191703928980023752E-01    0.758015259283386058E+03   -0.135486636245729187E+03
   -0.312319749908826605E+01   -0.329392212726946187E+00    0.183575108710223173E-01    0.835235988089450302E+03   -0.135255443638324891E+03
   -0.297798789697956723E+01   -0.303704573027856917E+00    0.187294037196338442E-01    0.770778896376040620E+03   -0.135205794978372580E+03
   -0.283278834336397178E+01   -0.249670008379721420E+00    0.190801737210158188E-01    0.716042501631084974E+03   -0.135124081610143151E+03
   -0.307808866410309001E+01   -0.293375128357305837E+00    0.182655333284448204E-01    0.822741308077757822E+03   -0.134897826634808098E+03
   -0.306813642286793620E+01   -0.322990619265617340E+00    0.192021443793438246E-01    0.810302987967711260E+03   -0.134806262472157925E+03
   -0.281804964685049653E+01   -0.253996049387407830E+00    0.191214567708764827E-01    0.711521186370785017E+03   -0.134775177917154906E+03
   -0.288428683611925063E+01   -0.274501663043541733E+00    0.193923933037666099E-01    0.735079547064402618E+03   -0.134744297221343174E+03
   -0.312597219865849496E+01   -0.320225214840504480E+00    0.186056308122036877E-01    0.838546331690174611E+03   -0.134724008380448367E+03
   -0.304833651440705689E+01   -0.292686573436500952E+00    0.189452506381823857E-01    0.805944832761729117E+03   -0.134602100734928626E+03
   -0.291086840565335159E+01   -0.255278905567253744E+00    0.187609499510684487E-01    0.749138226848838713E+03   -0.134452366570119267E+03
   -0.300599087219378003E+01   -0.328664607649606255E+00    0.189067402600025837E-01    0.780194198684992330E+03   -0.134431940451479221E+03
   -0.301274067439877591E+01   -0.311100121557624121E+00    0.193656005673851703E-01    0.783637041490326737E+03   -0.134374073373789912E+03
   -0.299407726527876195E+01   -0.267527853580560748E+00    0.186912534769427645E-01    0.786568134555764118E+03   -0.134365602925066128E+03
   -0.310896806892830124E+01   -0.318596355092898076E+00    0.183100094216581549E-01    0.830963026884222927E+03   -0.134355132347822263E+03
   -0.300141989244423968E+01   -0.312659197505549713E+00    0.186947512515868303E-01    0.788174515784347477E+03   -0.134184988974350034E+03
   -0.293596521902846463E+01   -0.275454313200872658E+00    0.187471393524830388E-01    0.755995052789987199E+03   -0.134179279049345098E+03
   -0.309772686851004764E+01   -0.320815464999196553E+00    0.184864522512058378E-01    0.823380958360465002E+03   -0.134080306602637506E+03
   -0.287374341289002855E+01   -0.277167737064778708E+00    0.193335228157383784E-01    0.731424281599987239E+03   -0.134079041840059716E+03
   -0.304799064216367199E+01   -0.328869199423938774E+00    0.193184881627464673E-01    0.799314786452026851E+03   -0.134039811439985868E+03
   -0.311879608787448692E+01   -0.344843620027217135E+00    0.182949558075009740E-01    0.837198436553394231E+03   -0.133965105761577092E+03
   -0.310564322560868122E+01   -0.318407877157853125E+00    0.186948787228273273E-01    0.831994708882905570E+03   -0.133904646745681788E+03
   -0.296953636946060406E+01   -0.320771859190523090E+00    0.190752568812096908E-01    0.765045752780123848E+03   -0.133855731980538536E+03
   -0.305730603185987304E+01   -0.314596628701960812E+00    0.187435136668042436E-01    0.812902578612283492E+03   -0.133813273236427449E+03
   -0.309157997567836862E+01   -0.302907853416041872E+00    0.185612373821159235E-01    0.823791617846155191E+03   -0.133770534813508704E+03
   -0.297126746309130585E+01   -0.307748421374878678E+00    0.187067530520056875E-01    0.773813024378468867E+03   -0.133758665789111262E+03
   -0.312210948746110617E+01   -0.349836240236105933E+00    0.183366096505205647E-01    0.836832432881295858E+03   -0.133741491281948868E+03
   -0.293003164252188952E+01   -0.264324105559072375E+00    0.191221426235790581E-01    0.756775457412033120E+03   -0.133702188616284701E+03
   -0.302833565506853120E+01   -0.340393888374985076E+00    0.189963318457298837E-01    0.789015163919726774E+03   -0.133691345446787409E+03
   -0.304251904578369770E+01   -0.338095698366574160E+00    0.186672638127181670E-01    0.801509529330191413E+03   -0.133673736571747753E+03
