    0.288204622268676758E+01    0.141058802604675293E+01    0.157870423793792725E+01    0.252969333052635193E+04   -0.265011614070319414E+10   -0.599146350544150419E+01    1
    0.298761320114135742E+01    0.159981727600097656E+00    0.330448389053344727E+00    0.227227559149265289E+04   -0.241130919649420023E+10   -0.599396350544151169E+01    1
    0.282701683044433594E+01    0.125121378898620605E+01    0.678643226623535156E+00    0.234450944006443024E+04   -0.212976626491075897E+10   -0.599646350544151474E+01    1
    0.272660827636718750E+01   -0.798558950424194336E+00    0.649335145950317383E+00    0.242853543162345886E+04   -0.203427121380762029E+10   -0.599896350544151957E+01    1
    0.255679368972778320E+01   -0.851192951202392578E+00    0.191730892658233643E+01    0.259884347498416901E+04   -0.191412728877858257E+10   -0.600146350544151552E+01    1
    0.254521322250366211E+01   -0.368793487548828125E+00    0.906028389930725098E+00    0.256757496833801270E+04   -0.184235433784634495E+10   -0.600396350544151858E+01    1
    0.293037986755371094E+01   -0.137142133712768555E+01    0.194970750808715820E+01    0.201436828792095184E+04   -0.176592204461090946E+10   -0.600646350544151630E+01    1
    0.231100368499755859E+01    0.988666057586669922E+00    0.186969804763793945E+01    0.286842422842979431E+04   -0.175450139953463745E+10   -0.600896350544152469E+01    1
    0.223859834671020508E+01   -0.155867600440979004E+01    0.121910393238067627E+01    0.296979491949081421E+04   -0.173023936370956564E+10   -0.601146350544151886E+01    1
    0.285586929321289062E+01   -0.600174903869628906E+00    0.180938899517059326E+01    0.201261604964733124E+04   -0.161516429249319363E+10   -0.601396350544150859E+01    1
    0.246143960952758789E+01    0.769873857498168945E+00    0.970901846885681152E+00    0.250466351926326752E+04   -0.158792364283669806E+10   -0.601646350544151520E+01    1
    0.222428417205810547E+01    0.434179544448852539E+00    0.930483579635620117E+00    0.277103189527988434E+04   -0.147730671176701474E+10   -0.601896350544151559E+01    1
    0.289679384231567383E+01   -0.136167716979980469E+01    0.590727210044860840E+00    0.180154262483119965E+04   -0.135223097500854063E+10   -0.602146350544152753E+01    1
    0.204040861129760742E+01   -0.114207267761230469E+00    0.183931243419647217E+01    0.293869465053081512E+04   -0.134210263787504101E+10   -0.602396350544153325E+01    1
    0.215481901168823242E+01   -0.151514577865600586E+01    0.165684688091278076E+01    0.268824024081230164E+04   -0.128060386791991735E+10   -0.602646350544152298E+01    1
    0.202562332153320312E+01   -0.634049892425537109E+00    0.133924365043640137E+00    0.280403196692466736E+04   -0.119856831705461097E+10   -0.602896350544150561E+01    1
    0.199650955200195312E+01    0.953411817550659180E+00    0.814742565155029297E+00    0.284296615958213806E+04   -0.119132775256154990E+10   -0.603146350544150955E+01    1
    0.209300804138183594E+01   -0.179969406127929688E+01    0.177863967418670654E+01    0.267037051141262054E+04   -0.117558470806602502E+10   -0.603396350544152682E+01    1
    0.243780231475830078E+01    0.183639931678771973E+01    0.127138495445251465E+00    0.216875969171524048E+04   -0.115145062588179564E+10   -0.603646350544153165E+01    1
    0.285549020767211914E+01    0.137777042388916016E+01    0.895972251892089844E+00    0.159476478576660156E+04   -0.100411957466353250E+10   -0.603896350544152227E+01    1
    0.226132726669311523E+01    0.614757537841796875E+00    0.681641459465026855E+00    0.219565526604652405E+04   -0.959391145339585304E+09   -0.604146350544151556E+01    1
    0.172258472442626953E+01    0.125595331192016602E+00    0.963774204254150391E+00    0.293798373937606812E+04   -0.923045049117857456E+09   -0.604396350544152039E+01    1
    0.204027891159057617E+01   -0.990092754364013672E-01    0.163391399383544922E+01    0.233833098232746124E+04   -0.841089757419898748E+09   -0.604646350544152966E+01    1
    0.183576488494873047E+01   -0.122042012214660645E+01    0.143999516963958740E+01    0.246309170186519623E+04   -0.735395684447780132E+09   -0.604896350544152206E+01    1
    0.163654232025146484E+01    0.836668014526367188E+00    0.111155664920806885E+01    0.271864510357379913E+04   -0.711243198388368130E+09   -0.605146350544152156E+01    1
    0.211025476455688477E+01    0.871829986572265625E-01    0.135840570926666260E+01    0.206723965406417847E+04   -0.709463585669334173E+09   -0.605396350544152995E+01    1
    0.276989364624023438E+01    0.170086383819580078E+00    0.408525466918945312E+00    0.140730344891548157E+04   -0.702431301773321629E+09   -0.605646350544151790E+01    1
    0.193144989013671875E+01    0.169795298576354980E+01    0.108068513870239258E+01    0.219731982111930847E+04   -0.650900762675546050E+09   -0.605896350544151829E+01    1
    0.141302871704101562E+01    0.409295082092285156E+00    0.103859353065490723E+01    0.291937351465225220E+04   -0.632066188577814579E+09   -0.606146350544153112E+01    1
    0.152550649642944336E+01   -0.525483369827270508E+00    0.147774934768676758E+00    0.271806500434875488E+04   -0.623385339266531825E+09   -0.606396350544153950E+01    1
    0.262439680099487305E+01    0.179723596572875977E+01    0.545001506805419922E+00    0.144029318392276764E+04   -0.620166284280167341E+09   -0.606646350544153368E+01    1
    0.133728599548339844E+01   -0.493602275848388672E+00    0.182995557785034180E+01    0.297942082405090332E+04   -0.602696394129682302E+09   -0.606896350544153407E+01    1
    0.142042779922485352E+01   -0.106964349746704102E+00    0.761314272880554199E+00    0.280105198562145233E+04   -0.585588127344126225E+09   -0.607146350544153712E+01    1
    0.153586435317993164E+01   -0.940561294555664062E-01    0.158506703376770020E+01    0.261028185546398163E+04   -0.580721923639633656E+09   -0.607396350544151886E+01    1
    0.166975593566894531E+01    0.611956119537353516E-01    0.262576460838317871E+00    0.230056625545024872E+04   -0.524613483335779130E+09   -0.607646350544150149E+01    1
    0.180849361419677734E+01    0.118539547920227051E+01    0.114932835102081299E+01    0.211030048191547394E+04   -0.517687284986298740E+09   -0.607896350544150277E+01    1
    0.258816480636596680E+01   -0.183357000350952148E+01    0.172626018524169922E+00    0.134590916872024536E+04   -0.516947076535028398E+09   -0.608146350544151737E+01    1
    0.135642623901367188E+01   -0.950192213058471680E+00    0.391770005226135254E+00    0.267367538392543793E+04   -0.493155577780633986E+09   -0.608396350544153197E+01    1
    0.187289142608642578E+01    0.550539493560791016E-01    0.119313156604766846E+01    0.197458060979843140E+04   -0.487232382546775043E+09   -0.608646350544153236E+01    1
    0.182169771194458008E+01   -0.600695610046386719E-02    0.921354293823242188E+00    0.198989077389240265E+04   -0.465822208669333577E+09   -0.608896350544152032E+01    1
    0.214737033843994141E+01    0.636435985565185547E+00    0.156949377059936523E+01    0.164825207293033600E+04   -0.464965601185760021E+09   -0.609146350544151804E+01    1
    0.180294561386108398E+01   -0.137365150451660156E+01    0.191593217849731445E+01    0.200268628358840942E+04   -0.462868419097612202E+09   -0.609396350544151844E+01    1
    0.156737279891967773E+01   -0.124800419807434082E+01    0.107877945899963379E+01    0.228922019183635712E+04   -0.460354400468837500E+09   -0.609646350544151083E+01    1
    0.112117719650268555E+01    0.176097631454467773E+00    0.177676117420196533E+01    0.293440868854522705E+04   -0.451831322632598042E+09   -0.609896350544150234E+01    1
    0.179035663604736328E+01   -0.138729500770568848E+01    0.181250596046447754E+01    0.199303578495979309E+04   -0.451481648380423844E+09   -0.610146350544149918E+01    1
    0.243286037445068359E+01    0.119502472877502441E+01    0.155001020431518555E+01    0.137215478241443634E+04   -0.447058062328560948E+09   -0.610396350544150579E+01    1
    0.228228473663330078E+01    0.192672491073608398E+01    0.132414364814758301E+01    0.148199937760829926E+04   -0.438198949142425835E+09   -0.610646350544152394E+01    1
    0.202270889282226562E+01    0.146248173713684082E+01    0.790543556213378906E-01    0.168071873843669891E+04   -0.417275585545380056E+09   -0.610896350544153233E+01    1
    0.231813335418701172E+01    0.171983122825622559E+01    0.478068113327026367E+00    0.140575651764869690E+04   -0.409935888277211010E+09   -0.611146350544151318E+01    1
    0.118978452682495117E+01    0.158737373352050781E+01    0.279347658157348633E+00    0.268220542669296265E+04   -0.407021810787133336E+09   -0.611396350544150202E+01    1
    0.125815010070800781E+01    0.180672478675842285E+01    0.652505517005920410E+00    0.254556969285011292E+04   -0.396274282246430695E+09   -0.611646350544151840E+01    1
    0.997707843780517578E+00    0.695586204528808594E+00    0.131165528297424316E+01    0.295450863659381866E+04   -0.395552038725706100E+09   -0.611896350544151613E+01    1
    0.173104143142700195E+01   -0.309052467346191406E-01    0.191300952434539795E+01    0.192758419632911682E+04   -0.391587447066752553E+09   -0.612146350544151030E+01    1
    0.148175001144409180E+01   -0.141256070137023926E+01    0.679486870765686035E+00    0.219930784165859222E+04   -0.382738263786529362E+09   -0.612396350544150803E+01    1
    0.297714233398437500E+01    0.193576812744140625E+00    0.448967218399047852E+00    0.924568398594856262E+03   -0.377608754495269597E+09   -0.612646350544151108E+01    1
    0.114644718170166016E+01   -0.183855605125427246E+01    0.177396798133850098E+01    0.259503317654132843E+04   -0.364208400499400616E+09   -0.612896350544151858E+01    1
    0.165367269515991211E+01    0.100459837913513184E+01    0.162796020507812500E+00    0.190107963204383850E+04   -0.346793905988125920E+09   -0.613146350544150476E+01    1
    0.233719158172607422E+01   -0.937546730041503906E+00    0.659053683280944824E+00    0.127455108284950256E+04   -0.342470772388184309E+09   -0.613396350544150160E+01    1
    0.164284563064575195E+01    0.739241600036621094E+00    0.501495957374572754E+00    0.189501416444778442E+04   -0.340085759243627608E+09   -0.613646350544149932E+01    1
    0.212820386886596680E+01    0.132873773574829102E+00    0.125221741199493408E+01    0.141771386861801147E+04   -0.332609161847386897E+09   -0.613896350544150327E+01    1
    0.221862840652465820E+01    0.534946918487548828E+00    0.463912367820739746E+00    0.134246118724346161E+04   -0.330826657652395368E+09   -0.614146350544151343E+01    1
    0.111174058914184570E+01    0.133999371528625488E+01    0.493599057197570801E+00    0.252749412178993225E+04   -0.327800007555230856E+09   -0.614396350544152714E+01    1
    0.111582660675048828E+01    0.943644046783447266E-01    0.717854022979736328E+00    0.246963942706584930E+04   -0.313951735469289720E+09   -0.614646350544152309E+01    1
    0.131675052642822266E+01   -0.130664777755737305E+01    0.136735415458679199E+01    0.218421118259429932E+04   -0.310371754255866766E+09   -0.614896350544151282E+01    1
    0.100504970550537109E+01    0.930436611175537109E+00    0.471540451049804688E+00    0.260647797286510468E+04   -0.307562002143999279E+09   -0.615146350544152742E+01    1
    0.167340660095214844E+01    0.107446217536926270E+01    0.103591179847717285E+01    0.177108518779277802E+04   -0.306498751823042989E+09   -0.615396350544151360E+01    1
    0.140136861801147461E+01   -0.127114152908325195E+01    0.179462742805480957E+01    0.199733137071132660E+04   -0.285524208820922494E+09   -0.615646350544150067E+01    1
    0.106050300598144531E+01   -0.592517375946044922E+00    0.136272168159484863E+01    0.242406251907348633E+04   -0.282872756435420275E+09   -0.615896350544150195E+01    1
    0.101026153564453125E+01    0.998439311981201172E+00    0.419054031372070312E-01    0.247457196354866028E+04   -0.277724039239026725E+09   -0.616146350544151922E+01    1
    0.649453163146972656E+00    0.938892602920532227E+00    0.136866843700408936E+01    0.299644562244415283E+04   -0.268528113651011646E+09   -0.616396350544152849E+01    1
    0.128810739517211914E+01   -0.185519766807556152E+01    0.105403661727905273E+00    0.206784506022930145E+04   -0.266883331644971609E+09   -0.616646350544150668E+01    1
    0.863028526306152344E+00   -0.196579289436340332E+01    0.952032566070556641E+00    0.262776716887950897E+04   -0.266282605026183069E+09   -0.616896350544149996E+01    1
    0.932843685150146484E+00   -0.717699527740478516E-01    0.723891377449035645E+00    0.245323197543621063E+04   -0.248592535286957234E+09   -0.617146350544152167E+01    1
    0.712714195251464844E+00    0.170584201812744141E+01    0.115720462799072266E+01    0.277717399656772614E+04   -0.247201998612748533E+09   -0.617396350544153449E+01    1
    0.153754186630249023E+01    0.565505027770996094E-01    0.147389054298400879E+01    0.172544982433319092E+04   -0.246656214163449168E+09   -0.617646350544151179E+01    1
    0.128979492187500000E+01   -0.477418661117553711E+00    0.525878310203552246E+00    0.195300038397312164E+04   -0.237148876665141016E+09   -0.617896350544150152E+01    1
    0.208653402328491211E+01   -0.111111450195312500E+01    0.418772697448730469E-01    0.121588834822177887E+04   -0.229605940591067195E+09   -0.618146350544150103E+01    1
    0.177227783203125000E+01    0.141962885856628418E+01    0.109895682334899902E+01    0.143749730169773102E+04   -0.223258969674206823E+09   -0.618396350544151829E+01    1
    0.545129299163818359E+00    0.259710311889648438E+00    0.149486649036407471E+01    0.284358475387096405E+04   -0.212325558847072780E+09   -0.618646350544152934E+01    1
    0.102969598770141602E+01    0.168088912963867188E+01    0.100590705871582031E+00    0.214262795925140381E+04   -0.210332162644449472E+09   -0.618896350544151730E+01    1
    0.420308113098144531E+00   -0.630554914474487305E+00    0.100513803958892822E+01    0.295687875628471375E+04   -0.198397067545262992E+09   -0.619146350544153012E+01    1
    0.222437143325805664E+01   -0.792126655578613281E-01    0.170685398578643799E+01    0.103610517263412476E+04   -0.194068064173675448E+09   -0.619396350544153673E+01    1
    0.134422922134399414E+01    0.109383368492126465E+01    0.174723494052886963E+01    0.171032750189304352E+04   -0.191761909247012913E+09   -0.619646350544151137E+01    1
    0.189604949951171875E+01   -0.537029981613159180E+00    0.120302963256835938E+01    0.120988775193691254E+04   -0.180815490093236059E+09   -0.619896350544150465E+01    1
    0.920261383056640625E+00   -0.189495086669921875E+01    0.111939847469329834E+01    0.208674292862415314E+04   -0.177818942559756428E+09   -0.620146350544151748E+01    1
    0.492832183837890625E+00    0.133617854118347168E+01    0.143840694427490234E+01    0.268584231913089752E+04   -0.176759603880787671E+09   -0.620396350544150987E+01    1
    0.284821367263793945E+01   -0.128518486022949219E+01    0.118701219558715820E+00    0.678597950935363770E+03   -0.169514927855328232E+09   -0.620646350544149783E+01    1
    0.706418037414550781E+00   -0.304899215698242188E+00    0.150420713424682617E+01    0.226823485732078552E+04   -0.160602824314256907E+09   -0.620896350544150710E+01    1
    0.230818271636962891E+00   -0.161209416389465332E+01    0.102482628822326660E+01    0.293829722464084625E+04   -0.156924539363151938E+09   -0.621146350544150838E+01    1
    0.139905166625976562E+01    0.164314270019531250E+01    0.183872842788696289E+01    0.146434796512126923E+04   -0.147758447190178454E+09   -0.621396350544150700E+01    1
    0.421304225921630859E+00    0.548721075057983398E+00    0.844100356101989746E+00    0.254003050267696381E+04   -0.144008686743760884E+09   -0.621646350544150472E+01    1
    0.918788433074951172E+00    0.131642174720764160E+01    0.165445649623870850E+01    0.187008700668811798E+04   -0.138117943356362522E+09   -0.621896350544153709E+01    1
    0.555751323699951172E+00    0.187089991569519043E+01    0.117611074447631836E+01    0.229775593757629395E+04   -0.137204934295072526E+09   -0.622146350544152416E+01    1
    0.118359470367431641E+01   -0.430767536163330078E-01    0.880600214004516602E-01    0.159979855000972748E+04   -0.136894563709709555E+09   -0.622396350544153076E+01    1
    0.409438133239746094E+00    0.102574825286865234E+00    0.120727014541625977E+01    0.249333991110324860E+04   -0.136561552469372690E+09   -0.622646350544153204E+01    1
    0.274024963378906250E+00   -0.890897989273071289E+00    0.136426901817321777E+01    0.268157560467720032E+04   -0.135723780422304899E+09   -0.622896350544151112E+01    1
    0.614263057708740234E+00    0.777348518371582031E+00    0.143742740154266357E+01    0.219970526754856110E+04   -0.134386169998900086E+09   -0.623146350544149907E+01    1
    0.186496973037719727E+01   -0.115946364402770996E+01    0.153861141204833984E+01    0.105995268642902374E+04   -0.133035385215979487E+09   -0.623396350544151101E+01    1
    0.299408197402954102E+01   -0.393637180328369141E+00    0.786958813667297363E+00    0.554287588000297546E+03   -0.132045684558681473E+09   -0.623646350544152739E+01    1
    0.210490226745605469E+00   -0.731653451919555664E+00    0.975320219993591309E+00    0.274459754884243011E+04   -0.131614395848413169E+09   -0.623896350544154199E+01    1
    0.264566469192504883E+01    0.100975799560546875E+01    0.181583499908447266E+01    0.669453412890434265E+03   -0.128741466463906854E+09   -0.624146350544154416E+01    1
    0.120703935623168945E+01   -0.734791517257690430E+00    0.821993112564086914E+00    0.152984464287757874E+04   -0.128542570371854424E+09   -0.624396350544154188E+01    1
    0.227173233032226562E+01    0.972879409790039062E+00    0.191026270389556885E+01    0.818513963222503662E+03   -0.124927004173604712E+09   -0.624646350544154139E+01    1
    0.378682136535644531E+00   -0.170857596397399902E+01    0.970232844352722168E+00    0.240571801722049713E+04   -0.123969415737382397E+09   -0.624896350544154089E+01    1
    0.141232061386108398E+01   -0.210204124450683594E+00    0.168198156356811523E+01    0.131839535653591156E+04   -0.120428996913128585E+09   -0.625146350544151908E+01    1
    0.107601642608642578E+01    0.714642286300659180E+00    0.183361756801605225E+01    0.159569811284542084E+04   -0.119561881709524289E+09   -0.625396350544150437E+01    1
    0.119635391235351562E+01    0.639519453048706055E+00    0.423771500587463379E+00    0.148618945837020874E+04   -0.118928353682261392E+09   -0.625646350544151275E+01    1
    0.640150070190429688E+00    0.679818153381347656E+00    0.169138479232788086E+01    0.204496669530868530E+04   -0.118845485097858474E+09   -0.625896350544152913E+01    1
    0.542927742004394531E+00    0.915969610214233398E+00    0.177066516876220703E+01    0.211663256347179413E+04   -0.113532421339454800E+09   -0.626146350544153396E+01    1
    0.177339076995849609E+00   -0.169396853446960449E+01    0.197784113883972168E+01    0.249919525980949402E+04   -0.107178279742169932E+09   -0.626396350544151304E+01    1
    0.619657993316650391E+00   -0.151906490325927734E+00    0.140133011341094971E+01    0.194250869691371918E+04   -0.104011831257392675E+09   -0.626646350544151076E+01    1
   -0.106420993804931641E+00   -0.129065489768981934E+01    0.131937444210052490E+01    0.291990567326545715E+04   -0.102884050823712170E+09   -0.626896350544153069E+01    1
    0.290724754333496094E+01   -0.106704449653625488E+01    0.138613247871398926E+01    0.492039644122123718E+03   -0.934487537477865219E+08   -0.627146350544152575E+01    1
   -0.166372299194335938E+00   -0.125781416893005371E+01    0.142248487472534180E+01    0.288416354119777679E+04   -0.932824804895656705E+08   -0.627396350544150305E+01    1
    0.601241111755371094E+00   -0.118928313255310059E+01    0.132950413227081299E+01    0.184003412425518036E+04   -0.920194271768185645E+08   -0.627646350544151854E+01    1
   -0.821104049682617188E-01    0.142927837371826172E+01    0.823659777641296387E+00    0.274727153003215790E+04   -0.918550533570235819E+08   -0.627896350544151893E+01    1
    0.202854633331298828E+00    0.187632632255554199E+01    0.890900015830993652E+00    0.231737897455692291E+04   -0.906142606248757392E+08   -0.628146350544150600E+01    1
    0.112167072296142578E+01    0.178042173385620117E+00    0.457818865776062012E+00    0.135698808372020721E+04   -0.893382663364822119E+08   -0.628396350544150373E+01    1
    0.336483001708984375E+00   -0.134122872352600098E+01    0.107629656791687012E+00    0.212280157566070557E+04   -0.886146570862585306E+08   -0.628646350544151566E+01    1
    0.620395183563232422E+00    0.730950832366943359E-01    0.116388738155364990E+01    0.178895224392414093E+04   -0.872072192098184526E+08   -0.628896350544151872E+01    1
    0.146556329727172852E+01   -0.114420914649963379E+01    0.164565455913543701E+01    0.105822771549224854E+04   -0.822818480908939540E+08   -0.629146350544151289E+01    1
    0.103612995147705078E+01   -0.166091585159301758E+01    0.157558143138885498E+01    0.131426123619079590E+04   -0.801637493498601317E+08   -0.629396350544151328E+01    1
    0.267361783981323242E+01   -0.629633188247680664E+00    0.425154089927673340E+00    0.522038704752922058E+03   -0.783683111445247680E+08   -0.629646350544151456E+01    1
    0.121738576889038086E+01    0.125574326515197754E+01    0.152819633483886719E+01    0.120427834391593933E+04   -0.779194245073582530E+08   -0.629896350544151140E+01    1
    0.172321748733520508E+01    0.438057661056518555E+00    0.484782934188842773E+00    0.890919257402420044E+03   -0.760878829782039821E+08   -0.630146350544151979E+01    1
    0.113910102844238281E+01   -0.890289068222045898E+00    0.766291737556457520E+00    0.123713013827800751E+04   -0.754836052765229344E+08   -0.630396350544154327E+01    1
    0.619502067565917969E-01   -0.175996589660644531E+01    0.117048645019531250E+01    0.225808107137680054E+04   -0.750869296121307909E+08   -0.630646350544153300E+01    1
    0.725794792175292969E+00   -0.953273057937622070E+00    0.104801428318023682E+01    0.151051317036151886E+04   -0.699472359286430329E+08   -0.630896350544153339E+01    1
    0.444866180419921875E+00   -0.148406744003295898E+01    0.536080598831176758E-01    0.177850172519683838E+04   -0.691766337424459159E+08   -0.631146350544152401E+01    1
