-3.067138803272695391e-01,-3.014743638320340757e+00,7.539510023820458762e-02,7.897003559963443422e+02
-7.711709536007911314e-01,-3.255335203417856427e+00,3.532783111988009594e-02,8.976131119944299144e+02
-1.125908258485242230e+00,-2.941070961843033515e+00,1.741249663997638045e-02,7.513593134563043350e+02
-1.422394552078006580e+00,-2.500281296346692272e+00,7.720376052301677026e-03,5.875998545597319662e+02
-1.588620099151639931e+00,-2.173182301359223967e+00,4.507311224197668199e-03,4.899677914034257356e+02
-1.636007374291030159e+00,-1.939553807371563909e+00,3.935635621714686505e-03,4.300160406337000154e+02
-1.702287433010880813e+00,-1.721394227908842556e+00,4.240417822970824965e-03,3.789398478596324935e+02
-1.763440081286037575e+00,-1.606656861861891716e+00,5.318740971293796013e-03,3.525146611036352056e+02
-1.745127610238922156e+00,-1.644715077707961104e+00,7.801411221378474863e-03,3.588741188896863150e+02
-1.662870674732718212e+00,-1.757108351947624492e+00,1.191695587924529454e-02,3.867099992854828088e+02
-1.550017912136443243e+00,-1.925954389987476478e+00,1.876100579113435321e-02,4.330127598179410597e+02
-1.375482107535266341e+00,-2.163003505428832351e+00,3.414585356445942049e-02,5.040817562888415750e+02
-1.235862667185440245e+00,-2.248632061132161297e+00,5.158812672899926177e-02,5.527080033491623681e+02
-1.162349682541089058e+00,-2.173059159943191876e+00,6.016081268949129146e-02,5.687526931126352565e+02
-1.154499433088725713e+00,-2.040324341861583068e+00,5.906248434457841978e-02,5.676572075477583894e+02
-1.224801674309301980e+00,-1.921875338212935436e+00,5.143925060053075593e-02,5.546537502813085894e+02
-1.251429918724058732e+00,-1.896640692759606672e+00,4.987578592738488997e-02,5.451386079906743589e+02
-1.202905887909084370e+00,-1.991502766318292039e+00,5.589820126987379151e-02,5.488533671747786684e+02
-1.188153655557531829e+00,-2.119271860037184041e+00,5.894876830563502978e-02,5.481744127830846764e+02
-1.224893010776479940e+00,-2.207342213685737242e+00,5.384639643609934190e-02,5.341618253376685743e+02
-1.297370020041268557e+00,-2.138773629302987977e+00,3.874859173685035046e-02,4.928569565431476462e+02
-1.393657499103779784e+00,-1.978920110553594736e+00,2.359175840550805162e-02,4.421981831816727322e+02
-1.522793284711021489e+00,-1.791030186426182613e+00,1.247138526275404398e-02,3.935077897545264136e+02
-1.683183001984069005e+00,-1.587958892043045189e+00,5.522560894794357675e-03,3.509629893886767036e+02
-1.708581136166287040e+00,-1.600664287183190648e+00,3.197010176134452205e-03,3.559807122628880620e+02
-1.633597456110333912e+00,-1.948639425763988964e+00,3.306933399777963953e-03,4.335961776565270043e+02
-1.574507445917891379e+00,-2.327942058310735085e+00,4.776613425929404459e-03,5.336548804364990701e+02
-1.351596261918654784e+00,-2.597198692237335571e+00,8.372205616373839740e-03,6.224049961894646685e+02
-1.036307625913105879e+00,-2.801846719694677024e+00,1.633511084360831853e-02,7.025354219004685774e+02
-7.378947538896325486e-01,-2.910315361183637872e+00,3.198189890347322151e-02,7.504150426273425865e+02
-5.500819610609921639e-01,-2.832537473398307082e+00,5.578117894153192952e-02,7.195448177687054567e+02
-4.865165066785139825e-01,-2.690628965655748939e+00,8.635387758892909549e-02,6.598952439792526548e+02
-3.109725081197325380e-01,-3.046173301295239444e+00,7.489034686924921080e-02,8.033637884494377204e+02
-7.968469054571305499e-01,-3.273605379567300133e+00,3.325700755764561534e-02,9.084871930720039472e+02
-1.167986617042039432e+00,-2.940160173030510471e+00,1.660134357749848064e-02,7.498941030817109095e+02
-1.451954003004075844e+00,-2.491729909466473547e+00,7.250999307020715434e-03,5.845887644329054638e+02
-1.618966106156653595e+00,-2.170521064298478020e+00,4.224841838327567101e-03,4.887586903754398122e+02
-1.660002051276687096e+00,-1.935467950074391652e+00,3.733258662113510869e-03,4.282441982935119427e+02
-1.716022482357547840e+00,-1.717250411093398821e+00,4.028386149204992231e-03,3.772735985942459251e+02
-1.774761958958555708e+00,-1.599974943608196476e+00,5.053038508686241714e-03,3.507064547517419442e+02
-1.751216670588845892e+00,-1.646696085796701681e+00,7.551554418047639293e-03,3.589926167312970051e+02
-1.669697708894407384e+00,-1.759328716317507535e+00,1.154061516617638228e-02,3.869530823909204287e+02
-1.569687277635086309e+00,-1.908408764136363178e+00,1.766387265022096448e-02,4.292326683311138140e+02
-1.400996882604572447e+00,-2.140555431365585015e+00,3.185742049485038724e-02,4.983119832141715619e+02
-1.255963435746694445e+00,-2.248079543289315030e+00,4.951385952814945507e-02,5.519927354285989622e+02
-1.169219129439662330e+00,-2.188752758440568158e+00,5.917259950109585859e-02,5.739438619928330354e+02
-1.156527017440988070e+00,-2.052614561907468715e+00,5.862757537224286969e-02,5.717531201050589971e+02
-1.234040227104812093e+00,-1.930990655939110567e+00,5.083561952828558050e-02,5.570601033986531547e+02
-1.264490970742730536e+00,-1.912261040768580500e+00,4.897455108838285470e-02,5.496779265859881889e+02
-1.207643957965284010e+00,-2.008468435944608110e+00,5.543780474783404494e-02,5.541201622866708476e+02
-1.192795340832878193e+00,-2.137072766103019994e+00,5.819439349874366146e-02,5.536714611178612131e+02
-1.240132340935927724e+00,-2.209763032493952117e+00,5.191977837917402527e-02,5.353197923794676854e+02
-1.316223453186810222e+00,-2.124426738357881206e+00,3.656119053544591019e-02,4.904729736407411451e+02
-1.414134086359565501e+00,-1.961816680008208191e+00,2.215129020875437546e-02,4.393530276031085009e+02
-1.548891971428684400e+00,-1.765722413743832764e+00,1.146553753716031583e-02,3.893402403649848793e+02
-1.709055848763594287e+00,-1.562263198326655278e+00,5.046454770277606153e-03,3.465912863651685711e+02
-1.714400638535935384e+00,-1.613477889853147662e+00,3.106445840234398331e-03,3.586609658507041445e+02
-1.637641863801071906e+00,-1.992520547445511880e+00,3.346653344568397033e-03,4.437429974528253069e+02
-1.581452616459200655e+00,-2.346255013989492433e+00,4.710562520279962077e-03,5.387517663394471583e+02
-1.343382451688395207e+00,-2.598436847438980291e+00,8.187045274926928878e-03,6.233978071287564262e+02
-1.032539285343391899e+00,-2.811803113672124432e+00,1.611134471398489518e-02,7.067529519629023298e+02
-7.440753353490110467e-01,-2.929111781887671295e+00,3.197236482111412426e-02,7.574780571277505032e+02
-5.474605856272387605e-01,-2.843778461471884178e+00,5.584170004331553278e-02,7.238169204090801259e+02
-4.828797318049908860e-01,-2.691951942978732859e+00,8.656502602887759801e-02,6.608769395242679821e+02
-3.051258709848649886e-01,-3.047245449745533463e+00,7.432156859722911790e-02,8.045835588106426712e+02
-7.827445108366384297e-01,-3.248128772698370526e+00,3.346247424551087452e-02,8.961176401171609314e+02
-1.108419064325568248e+00,-2.896702127613442368e+00,1.644291537212218268e-02,7.357786798335291678e+02
-1.470758983107942175e+00,-2.486398338085690884e+00,6.844815349585625826e-03,5.832276730639276821e+02
-1.635501904125975736e+00,-2.165534692216358081e+00,3.986161679210962865e-03,4.874324117742879139e+02
-1.676054937309945814e+00,-1.935975925816905807e+00,3.554453677335199600e-03,4.277661724804374899e+02
-1.729112015971006500e+00,-1.712890230775227174e+00,3.839288099415576194e-03,3.756077518228237864e+02
-1.785543862847787322e+00,-1.589497497467528220e+00,4.805827567090280479e-03,3.481687675340989472e+02
-1.758862945910352860e+00,-1.637437242307050234e+00,7.212456863732548927e-03,3.573302655664385270e+02
-1.671468254910078777e+00,-1.757202927840444850e+00,1.118161184615145375e-02,3.875076179823232678e+02
-1.586793840364506547e+00,-1.891291204511388102e+00,1.669025178414730928e-02,4.254467508904626243e+02
-1.425840786504275925e+00,-2.118393771204506226e+00,2.975555050671268090e-02,4.924287898096528693e+02
-1.278265978042356199e+00,-2.243549685612896916e+00,4.733695483844266999e-02,5.497480582766073667e+02
-1.181693560285725475e+00,-2.202133920422558511e+00,5.801431982086081157e-02,5.779666101497469981e+02
-1.155446742293840590e+00,-2.067929171287235857e+00,5.845225291800347500e-02,5.772341510675788641e+02
-1.240724193234376660e+00,-1.946140605148311664e+00,5.054949151369698968e-02,5.614726721260715294e+02
-1.272686857876688116e+00,-1.927370891274577058e+00,4.859362028591295013e-02,5.536320355835828195e+02
-1.206979969974197875e+00,-2.025821580831838276e+00,5.538832800462108186e-02,5.592865556920504559e+02
-1.200831247632434984e+00,-2.152852004313515533e+00,5.742536213302616710e-02,5.583156345886045528e+02
-1.255094439449115473e+00,-2.209998564098595963e+00,5.000301946979427564e-02,5.354396042874654995e+02
-1.337679487616592500e+00,-2.114767260445545638e+00,3.463930190404661963e-02,4.885771585750650843e+02
-1.435195906298507795e+00,-1.941721127581363504e+00,2.068714815785739972e-02,4.360320640470458784e+02
-1.577502207443401527e+00,-1.737816825935466269e+00,1.049829940237342017e-02,3.839843427856649782e+02
-1.737842146949971855e+00,-1.537024464713215188e+00,4.618384930038345500e-03,3.419550915041771191e+02
-1.719820496315119573e+00,-1.627519816699510624e+00,3.009608794047775870e-03,3.612953128507020324e+02
-1.642038773687217068e+00,-2.039421543841158257e+00,3.351909077954264276e-03,4.552363687152489433e+02
-1.590477872850983854e+00,-2.367636495238012895e+00,4.587538196807006835e-03,5.453744142285415819e+02
-1.333928686448436318e+00,-2.607247245304660677e+00,7.992681330225228850e-03,6.273948085320135988e+02
-1.045346628399302702e+00,-2.827657013382514073e+00,1.615281638399847924e-02,7.121137441926417750e+02
-7.488873003053793109e-01,-2.923708732660209808e+00,3.208227780405142893e-02,7.556008182654425127e+02
-5.571747740485917255e-01,-2.864729444066034247e+00,5.610110268892905955e-02,7.314826339290336819e+02
-4.806156640286782800e-01,-2.696370727627424024e+00,8.664999303158772703e-02,6.623608080749380633e+02
-3.108819429903735276e-01,-3.086271546136833077e+00,7.362970147870324944e-02,8.223352802713769734e+02
-7.648656066425387756e-01,-3.239719068243111177e+00,3.347697057469239262e-02,8.939129387907737510e+02
