-1.245114923693260378e+00,-3.584358697276173622e+00,1.317359947527515229e-01
-1.561598573228139220e+00,-3.358870075743078054e+00,7.646385615574084749e-02
-1.860554532595626975e+00,-3.012767192822977336e+00,3.671050961841881843e-02
-1.999985315725633761e+00,-2.610535290592536306e+00,1.683079307737953695e-02
-8.575418569362176502e-01,7.282959832567819092e-01,1.370999349959164428e-03
-1.851245517184472833e+00,7.343707860749661975e-01,2.076596532424809533e-04
-1.999991620754953070e+00,-2.273706533643480299e+00,1.194322311069370875e-02
-1.999319557604716024e+00,-2.107935426982370686e+00,1.194933884257748727e-02
-1.999995602366090086e+00,-2.019788299132133425e+00,1.325451991612068732e-02
-1.961791476249910904e+00,-2.023105086309087142e+00,1.636829107821934776e-02
-1.841053407227609462e+00,-2.158426520981919339e+00,2.463923019565877545e-02
-1.659670313978238054e+00,-2.366321495766937399e+00,4.294531200944626259e-02
-1.535522472955580309e+00,-2.485203177696255317e+00,6.533881756350480574e-02
-1.514245969195305408e+00,-2.519814965664914919e+00,8.141091399365171788e-02
-1.575339970892419839e+00,-2.509573003523324797e+00,8.722654018124356701e-02
-1.675820181890083083e+00,-2.436429396993347485e+00,8.047801033403544080e-02
-1.683825262410309387e+00,-2.406186468242882182e+00,7.795353341983624063e-02
-1.591229956252087518e+00,-2.445655729652413957e+00,8.193086951112550642e-02
-1.509972055827633941e+00,-2.465951212061903153e+00,7.947569208778292038e-02
-1.497749794458876460e+00,-2.449649548641136487e+00,6.760508742023234319e-02
-1.566100375304278813e+00,-2.366272042411976084e+00,4.845830849626852482e-02
-1.692064665134733303e+00,-2.245042453021670603e+00,3.088441420020666961e-02
-1.878702117879744060e+00,-2.129535862257328382e+00,1.790335708798775072e-02
-1.999992758230751511e+00,-2.145581773230580414e+00,1.228289729926024081e-02
-1.999996721068081795e+00,-2.283698948783484006e+00,1.127670936984962076e-02
-1.458262745656873971e+00,7.458344699050307725e-01,3.396563200426157563e-04
-9.811701217949062581e-01,7.134398255837117730e-01,1.205101984427072283e-03
-1.999988348281286576e+00,-2.683844800738828695e+00,1.871887400242838034e-02
-1.877998572020063595e+00,-2.935370985018674439e+00,3.226670557747888385e-02
-1.584921245641256249e+00,-3.148760871687581897e+00,5.687454774173091032e-02
-1.324884194584741381e+00,-3.281317755626808719e+00,8.921750841977761637e-02
-1.096040163799762990e+00,-3.349150484022882956e+00,1.303284427721474459e-01
-1.252063273812741961e+00,-3.587723572598335853e+00,1.317256407461440959e-01
-1.587387209612583394e+00,-3.360691483544218983e+00,7.551184507774412469e-02
-1.884849681318323089e+00,-3.005012177825755693e+00,3.565357946593016025e-02
-1.999996469057460535e+00,-2.600630775843170817e+00,1.637154365757242935e-02
-1.373033288403234131e+00,7.239750561491824499e-01,4.890981617151281442e-04
-1.265742250906018551e+00,7.358796529707900547e-01,5.426927182804119291e-04
-1.963747382053915524e+00,-2.391861305844790841e+00,1.383265118630489128e-02
-1.999996372257391908e+00,-2.137537562088215104e+00,1.212040883128946353e-02
-1.999995491529357405e+00,-2.032855240239651362e+00,1.317875700550532117e-02
-1.974487564868439904e+00,-2.022885413423078482e+00,1.588146242261721103e-02
-1.863845846644151427e+00,-2.143301776520778468e+00,2.334534138862183819e-02
-1.687591994158981867e+00,-2.345726776291913840e+00,4.033138348131931616e-02
-1.555936152491961266e+00,-2.479379357749698976e+00,6.280634872407173108e-02
-1.527378950720313044e+00,-2.522822811445931013e+00,7.977828094364525224e-02
-1.582532418776957162e+00,-2.514865993670547528e+00,8.659233416881151335e-02
-1.686966872755404356e+00,-2.432182188965437586e+00,7.890506688955264969e-02
-1.699072077843350126e+00,-2.398766902946563473e+00,7.577119382420270666e-02
-1.599329810223184101e+00,-2.452867198967911833e+00,8.122368606450593165e-02
-1.522528318327760699e+00,-2.472605655181301820e+00,7.810056346715754660e-02
-1.517072755704144571e+00,-2.447289683505372349e+00,6.517720853426262062e-02
-1.591114298498407464e+00,-2.356418042590453066e+00,4.617246699728585341e-02
-1.719703712649577998e+00,-2.235029238951884878e+00,2.929025082184086651e-02
-1.912976859939450103e+00,-2.113293857144644683e+00,1.675060480895889520e-02
-1.999997302077940020e+00,-2.154691011619868757e+00,1.218753772988266648e-02
-1.999999593442984391e+00,-2.292710357015382616e+00,1.122799056624733567e-02
-1.728767124492103013e+00,7.223991983368733827e-01,2.185672629466328069e-04
1.529481222915187288e+00,7.110277842661734127e-01,1.055833007362265430e-02
-1.999989778877854452e+00,-2.685273664038320796e+00,1.862504944146401928e-02
-1.882748195939851321e+00,-2.940845921406501695e+00,3.233075593559755351e-02
-1.587680875701549699e+00,-3.155865224322782048e+00,5.727442387617213970e-02
-1.328045173075308671e+00,-3.289612930077046915e+00,8.964624686527798703e-02
-1.097772934156700853e+00,-3.352544441933068775e+00,1.305047306566514131e-01
-1.258256447868938199e+00,-3.589561446924669497e+00,1.315588209368747374e-01
-1.584557034924536367e+00,-3.348023768023303148e+00,7.417487859272900441e-02
-1.879832777161483781e+00,-2.981424323155934530e+00,3.445380397511164927e-02
-1.999994301777369143e+00,-2.597609030465774183e+00,1.612487813881881629e-02
-1.356779012830134690e+00,7.214103918890018008e-01,4.826962693258917900e-04
-1.745805109084755946e+00,7.316718757590168210e-01,2.203461370630046710e-04
-1.999997007557828610e+00,-2.277530386807655738e+00,1.153696866321295145e-02
-1.999999446539589609e+00,-2.142258784004974270e+00,1.195463740337689845e-02
-1.999998087870544117e+00,-2.042459910948171142e+00,1.306824397478584254e-02
-1.862191580437259519e+00,-2.235282147784819706e+00,2.108984957606771515e-02
-1.883879194943387514e+00,-2.132209749725800130e+00,2.230230421558122844e-02
-1.717143624339965813e+00,-2.323938331049528738e+00,3.779759475591841500e-02
-1.578313266883672794e+00,-2.468404083197599075e+00,6.003007496410995431e-02
-1.540383050863158187e+00,-2.525737566800549061e+00,7.818367702630231453e-02
-1.589147856998570418e+00,-2.518958470572545405e+00,8.587840796698142931e-02
-1.693619166855157232e+00,-2.431847681214306167e+00,7.803951636464426245e-02
