   -0.308563330342739217E+01   -0.311252833897491588E+00   -0.265231144783414763E+01    0.268357679365208546E+00    0.115008959678753945E+04   -0.156658106610355190E+03
   -0.292222617858365652E+01   -0.248269926957470410E+00   -0.269783140517720543E+01    0.201741821021049733E+00    0.113173884931655721E+04   -0.154264717704129595E+03
   -0.293796525494992400E+01   -0.281115506399351123E+00   -0.365162797245136517E+01    0.197125833023602343E+00    0.112869702504138559E+04   -0.153837802139045891E+03
   -0.305644254909398061E+01   -0.323363836742845301E+00   -0.301325304686262241E+01    0.239751612266831587E+00    0.114979251339274697E+04   -0.153821250463718826E+03
   -0.292010479145786839E+01   -0.276098113632602171E+00   -0.396287409280568337E+01    0.181970902449708816E+00    0.113511777162183716E+04   -0.153778250649328555E+03
   -0.297718198971277870E+01   -0.277947058972321059E+01   -0.266773452860091354E+00    0.779254165057563619E+00    0.113521367182759241E+04   -0.153408423044378765E+03
   -0.296247218406758339E+01   -0.356930643331538855E+01   -0.280974143291246481E+00    0.797427757436976137E+00    0.113998569835861304E+04   -0.153366977977927661E+03
   -0.310718628663341701E+01   -0.357177380789577725E+00   -0.383525557417260909E+01    0.255450062182824233E+00    0.115412838001861496E+04   -0.153317350269587394E+03
   -0.296166461819671678E+01   -0.335603100038364355E+01   -0.285325171211268547E+00    0.799216942196466995E+00    0.114015536414647454E+04   -0.153243064863288510E+03
   -0.288230739514589107E+01   -0.271913530953664662E+00   -0.374185915839866379E+01    0.172029396607918716E+00    0.113212690359300655E+04   -0.153066093540982422E+03
   -0.308423142934255790E+01   -0.331931825785606982E+00   -0.379123261252163513E+01    0.248629796424823024E+00    0.114840314692146490E+04   -0.153059196282880464E+03
   -0.301250015629475598E+01   -0.286297404245816889E+01   -0.307780039481107437E+00    0.766004715395126823E+00    0.113862747426861688E+04   -0.153055098138641739E+03
   -0.307989323071907606E+01   -0.318812238225691225E+01   -0.339603561193037251E+00    0.749050015317523243E+00    0.114845116576105852E+04   -0.152972741495397770E+03
   -0.272680655593085319E+01   -0.218736430259186321E+00   -0.301258239499648495E+01    0.139146686588653590E+00    0.111112938510696858E+04   -0.152968333268647029E+03
   -0.277303195082841114E+01   -0.245331497402629495E+00   -0.360648173228597591E+01    0.147793255286664010E+00    0.111416160549062988E+04   -0.152939624182360859E+03
   -0.298239953276125203E+01   -0.390379464262295572E+01   -0.330275831828110711E+00    0.794407557391618835E+00    0.113780583877251320E+04   -0.152913742689474759E+03
   -0.299291083941997238E+01   -0.279148333972092821E+00   -0.273043789379790791E+01    0.224633876565258683E+00    0.113989780327807625E+04   -0.152898164034427566E+03
   -0.301637046406651965E+01   -0.305539594169942585E+00   -0.292467544728335938E+01    0.225412679218231549E+00    0.114489790120988914E+04   -0.152863191674127620E+03
   -0.290955490229091218E+01   -0.294330066971533633E+00   -0.374100251054205168E+01    0.177918881454993960E+00    0.113146230987702779E+04   -0.152755350610616063E+03
   -0.303484794781328437E+01   -0.325932606034092398E+01   -0.288717782736656048E+00    0.760839758025089297E+00    0.114100484634421832E+04   -0.152667751283553912E+03
   -0.292242531980472897E+01   -0.289520377285015673E+00   -0.343768790949469683E+01    0.196504322921962016E+00    0.112955992505700237E+04   -0.152645082122496149E+03
   -0.274907632398652124E+01   -0.372695483939172245E+01   -0.251567772223838304E+00    0.861678605300123968E+00    0.111524013524098041E+04   -0.152637423410148131E+03
   -0.284353425361753942E+01   -0.247846660551157782E+00   -0.389956445871762947E+01    0.163118704343327314E+00    0.112312418356339003E+04   -0.152555061655231924E+03
   -0.301637723791821344E+01   -0.320665110211272930E+01   -0.302409781909176889E+00    0.765507379024907175E+00    0.113872647051193485E+04   -0.152507609692918720E+03
   -0.285683276489105165E+01   -0.335992228424593575E+01   -0.239110982407417350E+00    0.823587988721450781E+00    0.112121678675155476E+04   -0.152493017529024627E+03
   -0.299111483071303175E+01   -0.399902966889223244E+01   -0.301288063679765017E+00    0.794397768627600920E+00    0.114110812276889646E+04   -0.152473239149164328E+03
   -0.296957524545849294E+01   -0.308114264099524249E+00   -0.345832855871332834E+01    0.200330795700665421E+00    0.113645477494022225E+04   -0.152404484673588598E+03
   -0.296684588024340501E+01   -0.323478994955155308E+00   -0.382276448322399887E+01    0.201475564426016662E+00    0.113776239443677491E+04   -0.152321743191194230E+03
   -0.304498216557358248E+01   -0.296542941867397936E+00   -0.358893022324392463E+01    0.240152076695997724E+00    0.114603357865838029E+04   -0.152234757662852672E+03
   -0.301652651171328356E+01   -0.321824581331280335E+00   -0.307693875531633543E+01    0.228951900566822797E+00    0.114034710814171126E+04   -0.152229820809065046E+03
   -0.292421504287045497E+01   -0.373418934165136118E+01   -0.280971776041354815E+00    0.805654723955430585E+00    0.112725850606553263E+04   -0.152213606415967320E+03
   -0.294142143622749774E+01   -0.283894610542167136E+00   -0.268964245909571664E+01    0.206593705157558871E+00    0.113322599674518233E+04   -0.152176505497004968E+03
   -0.289894117664307682E+01   -0.278530260459409540E+00   -0.343973490235197366E+01    0.178331633596477995E+00    0.112878721823365231E+04   -0.152166444298043189E+03
   -0.280417154678140390E+01   -0.332296356025962414E+01   -0.263927439735394564E+00    0.848556638137054398E+00    0.112104476196173164E+04   -0.152152343263588648E+03
   -0.297336135500132981E+01   -0.294011753568787171E+00   -0.352814376945478081E+01    0.215528613377816342E+00    0.113329929454282023E+04   -0.152088099582458341E+03
   -0.298552525423860260E+01   -0.324031457956631463E+00   -0.345492209127763772E+01    0.208926393499613533E+00    0.114076107023824056E+04   -0.152061163990740937E+03
   -0.281973556879835119E+01   -0.262096459161942796E+00   -0.324726273131580090E+01    0.156225742881868468E+00    0.112453690103349436E+04   -0.152003377056199668E+03
   -0.291274442540885925E+01   -0.357505374314076718E+01   -0.256098877902346533E+00    0.810492703391401781E+00    0.113254061874232571E+04   -0.151996866251080974E+03
   -0.294484752370029756E+01   -0.288525248214040353E+00   -0.277265526147661046E+01    0.206655107985095732E+00    0.113563291539371085E+04   -0.151990813030201309E+03
   -0.294448454567717777E+01   -0.254095268911153305E+00   -0.264301092277017347E+01    0.216304511047504977E+00    0.113124744038875747E+04   -0.151985572663378917E+03
   -0.288154761090948508E+01   -0.298610014369473209E+01   -0.251648396061945778E+00    0.812495022766701602E+00    0.112825395197474063E+04   -0.151980162062775833E+03
   -0.282820578981154291E+01   -0.232228383845187736E+00   -0.339679259937908951E+01    0.163962894988286784E+00    0.112234937796089116E+04   -0.151927288725585669E+03
   -0.277441190969887863E+01   -0.325124930224095765E+01   -0.243046151040303471E+00    0.854729223367211910E+00    0.111981688213078905E+04   -0.151905597892921094E+03
   -0.297207545355655967E+01   -0.276615099676186027E+00   -0.318832416810389407E+01    0.218404961313560908E+00    0.113619742881803586E+04   -0.151902196088593826E+03
   -0.267676817992337091E+01   -0.199189478958552435E+00   -0.291884880523675738E+01    0.132628650926033764E+00    0.110709441065434476E+04   -0.151883645076660287E+03
   -0.294359611651300757E+01   -0.300606508822057528E+00   -0.307587301694919368E+01    0.202896210090184714E+00    0.113394121938514968E+04   -0.151866619045722899E+03
   -0.288766852120938999E+01   -0.343768209458301044E+01   -0.260024787955256187E+00    0.812528176181678607E+00    0.112448840985590255E+04   -0.151848176797002793E+03
   -0.281371537368336799E+01   -0.225515101214176283E+00   -0.316703402942214662E+01    0.162344248685879239E+00    0.112028148686649911E+04   -0.151844840525750982E+03
