    0.197866141796112061E+01   -0.957327485084533691E+00    0.644198060035705566E+00    0.749043822288513184E+00   -0.621807694435119629E+00   -0.794189214706420898E+00   -0.281243324279785156E-01    0.264501571655273438E-02    0.394282341003417969E+00    0.715236067771911621E+00   -0.123354864120483398E+01    0.473664999008178711E-01   -0.653472900390625000E+00   -0.319728970527648926E+00   -0.881171226501464844E-01    0.381642115116119385E+01   -0.976748228073120117E+00    0.142493963241577148E+00   -0.821957349777221680E+00    0.138087272644042969E-01   -0.462311136722564697E+01   -0.757868576049804688E+01   -0.443444764614105225E+01   -0.608974289894104004E+01   -0.772460608526483154E+12   -0.599146350544150419E+01    1
    0.134301435947418213E+01   -0.211813211441040039E+00   -0.411038756370544434E+00    0.114936828613281250E+00   -0.356965780258178711E+00   -0.268186324834823608E+01    0.738315701484680176E+00    0.283198356628417969E-01   -0.106269001960754395E+00   -0.566363334655761719E-02   -0.264898657798767090E+01   -0.948723316192626953E+00    0.416545033454895020E+00    0.318266749382019043E+00    0.146972060203552246E+00    0.361102378368377686E+01   -0.228347182273864746E+00   -0.887960433959960938E+00   -0.875893592834472656E+00    0.483512043952941895E+00   -0.347983908653259277E+01   -0.513518905639648438E+01   -0.207323324680328369E+01   -0.638180220127105713E+01   -0.608880499398337036E+12   -0.599396350544151169E+01    1
   -0.312697887420654297E-01   -0.419771075248718262E+00   -0.729766011238098145E+00    0.414879322052001953E-01   -0.632599949836730957E+00   -0.190391206741333008E+01    0.387907624244689941E+00   -0.658535122871398926E+00    0.792833209037780762E+00   -0.740420341491699219E+00    0.183557510375976562E+00   -0.306431531906127930E+00    0.343554258346557617E+00    0.633877277374267578E+00    0.269870758056640625E-01    0.385926496982574463E+01   -0.771541237831115723E+00   -0.939508795738220215E+00    0.753214120864868164E+00    0.115646123886108398E-01   -0.328516006469726562E+01   -0.374217307567596436E+01   -0.388441312313079834E+01   -0.658356189727783203E+01   -0.536293560288438232E+12   -0.599646350544151474E+01    1
    0.182164704799652100E+01   -0.559414625167846680E+00    0.294760942459106445E+00   -0.507239103317260742E+00    0.722754359245300293E+00   -0.308340191841125488E-01    0.456682205200195312E+00    0.455987811088562012E+00    0.168655037879943848E+00   -0.482551813125610352E+00   -0.115796995162963867E+01    0.751968026161193848E+00   -0.939590692520141602E+00   -0.603805065155029297E+00    0.976686835289001465E+00    0.337321782112121582E+01   -0.420630931854248047E+00   -0.318306803703308105E+00   -0.714128255844116211E+00    0.906765341758728027E+00   -0.622081422805786133E+01   -0.571308386325836182E+01   -0.261820054054260254E+01   -0.649916744232177734E+01   -0.509495404738578979E+12   -0.599896350544151957E+01    1
   -0.699599385261535645E+00   -0.310213565826416016E+00    0.589130997657775879E+00    0.781775116920471191E+00   -0.505040287971496582E+00   -0.171779984235763550E+01    0.581834793090820312E+00    0.767240405082702637E+00    0.235077381134033203E+00   -0.729492187500000000E+00    0.498100519180297852E+00   -0.560309410095214844E+00   -0.653466343879699707E+00    0.527766704559326172E+00    0.349499106407165527E+00    0.375604438781738281E+01    0.944728374481201172E+00   -0.520688772201538086E+00    0.965007066726684570E+00    0.714278221130371094E+00   -0.418357527256011963E+01   -0.635554480552673340E+01   -0.749136805534362793E+01   -0.290438365936279297E+01   -0.483753484721669922E+12   -0.600146350544151552E+01    1
    0.103453958034515381E+01   -0.909019947052001953E+00    0.890624880790710449E+00   -0.834814190864562988E+00   -0.599610328674316406E+00   -0.324559295177459717E+01   -0.411222577095031738E+00   -0.221189618110656738E+00    0.275739550590515137E+00    0.106020331382751465E+00   -0.210217642784118652E+01    0.201383471488952637E+00   -0.175788998603820801E+00   -0.775316119194030762E+00    0.407632470130920410E+00    0.358624649047851562E+01    0.442737340927124023E+00   -0.820908546447753906E+00   -0.797137022018432617E+00   -0.552264571189880371E+00   -0.562914323806762695E+01   -0.228658258914947510E+01   -0.443351352214813232E+01   -0.542282664775848389E+01   -0.414601626591803589E+12   -0.600396350544151858E+01    1
    0.176954674720764160E+01   -0.199812889099121094E+00    0.861189365386962891E+00   -0.380203604698181152E+00    0.549624681472778320E+00   -0.141537129878997803E+00   -0.999681591987609863E+00    0.828857421875000000E+00    0.573126554489135742E+00   -0.563432812690734863E+00   -0.153167009353637695E+00    0.604278206825256348E+00    0.617520928382873535E+00   -0.401306748390197754E+00   -0.785387635231018066E+00    0.331811237335205078E+01   -0.998570084571838379E+00    0.859004497528076172E+00    0.609207391738891602E+00    0.183300137519836426E+00   -0.660778725147247314E+01   -0.356242823600769043E+01   -0.335857963562011719E+01   -0.694002211093902588E+01   -0.348801780259639648E+12   -0.600646350544151630E+01    1
   -0.233887398242950439E+01    0.527220726013183594E+00   -0.732957005500793457E+00   -0.836812019348144531E+00   -0.729084014892578125E+00   -0.342214787006378174E+01    0.416772961616516113E+00   -0.495407223701477051E+00   -0.971553325653076172E+00   -0.230778813362121582E+00   -0.189015388488769531E+00    0.265198349952697754E+00   -0.135288715362548828E+00    0.327605962753295898E+00    0.328716993331909180E+00    0.395081460475921631E+01   -0.794488787651062012E+00   -0.968188524246215820E+00   -0.914357066154479980E+00   -0.479282379150390625E+00   -0.632959282398223877E+01   -0.740139102935791016E+01   -0.300663304328918457E+01   -0.568973112106323242E+01   -0.337452611667452576E+12   -0.600896350544152469E+01    1
    0.173544406890869141E+00    0.719099164009094238E+00   -0.817531108856201172E+00   -0.104270696640014648E+00   -0.397262692451477051E+00   -0.268023514747619629E+01   -0.808951377868652344E+00   -0.867424607276916504E+00    0.418131709098815918E+00    0.162678956985473633E+00    0.809116125106811523E+00   -0.237063527107238770E+00   -0.431605100631713867E+00   -0.823923945426940918E+00   -0.932018995285034180E+00    0.389361679553985596E+01   -0.232126712799072266E+00   -0.631303191184997559E+00    0.906690955162048340E+00   -0.124089360237121582E+00   -0.562155330181121826E+01   -0.703237414360046387E+01   -0.384739899635314941E+01   -0.395906436443328857E+01   -0.334655555396032104E+12   -0.601146350544151886E+01    1
    0.713720560073852539E+00    0.243333578109741211E-01   -0.886704444885253906E+00   -0.123820424079895020E+00   -0.953262090682983398E+00   -0.124512785673141479E+01    0.644010066986083984E+00   -0.620484948158264160E+00    0.992820262908935547E+00   -0.429435849189758301E+00   -0.191349434852600098E+01    0.167832374572753906E-01    0.914819478988647461E+00    0.805063247680664062E+00   -0.494880676269531250E-01    0.389336454868316650E+01   -0.645141124725341797E+00    0.712942481040954590E+00   -0.958436965942382812E+00    0.590181112289428711E+00   -0.607660365104675293E+01   -0.602001047134399414E+01   -0.795585441589355469E+01   -0.229601681232452393E+01   -0.331592210979988525E+12   -0.601396350544150859E+01    1
